user_id,system,recall@10,long_tail_recall@10
AEORT7NYCZWF2AB3ZILUK6H6BU5A,Essence (K=3),0.0,0.0
AEOSQQQGVTSKCDPSEF5277XEGBHA,Essence (K=3),0.0,0.0
AEOSXHTCPCSVQQ2QB7KSZNJJBI2Q,Essence (K=3),0.0,0.0
AEOWCUSMTEUTTOP4FS5R6DIG53RA,Essence (K=3),0.0,0.0
AEOX6UNPILSWRCNGURVF36U742VQ,Essence (K=3),0.0,0.0
AEP4ZHH5TO6YGBXQN6DV7PWJH3PQ,Essence (K=3),0.0,
AEP7SVTUDTL76DG2R5EVQYHIQDKA,Essence (K=3),0.0,0.0
AEPBQGIKLDXOY4DZSTTJYGGZWABQ,Essence (K=3),0.0,
AEPCEALOW7XAKVWD36M4MSO2Q7GQ,Essence (K=3),0.0,0.0
AEPCEQTBJAD5QAGZS6YM5BTY22MQ,Essence (K=3),0.0,
AEPDQZPSMUZXXDE5NREEFFLBK23Q,Essence (K=3),0.0,
AEPDT6DYEN76IMZP5UOC6RLPXDYA,Essence (K=3),0.0,0.0
AEPI3EAL2I6IWZBRLT2D3TSLZWNA,Essence (K=3),0.0,0.0
AEPII5OV5MUBXPIFZ2EIXIXZAKZQ,Essence (K=3),0.0,0.0
AEPINYLVGWLBPIVFAXYLLCD56R4Q,Essence (K=3),0.0,0.0
AEPJ246YASMF64XZ7MB6WGXVU3HA,Essence (K=3),0.25,
AEPPHODW4ZJVNKBDV3N2VQRELXQQ,Essence (K=3),0.0,
AEPVIXOSC2KZTMTBSRZSQXZ3THZA,Essence (K=3),0.0,0.0
AEPXOWWDTZUCTWXFNYFP5ZKIG3NQ,Essence (K=3),0.0,0.0
AEQ2VNNEAFSTGKZZE224R2J7STXQ,Essence (K=3),0.0,0.0
AEQ3OBOTWNO5VJULXLK4OY6W4JKA,Essence (K=3),0.0,0.0
AEQ43GNK22OVOFXKN5C4MTGBBFMQ,Essence (K=3),0.0,
AEQ6NZL6DCUHBBA7Q74255BW4LDQ,Essence (K=3),0.0,
AEQEKTBFSZNTYY5HKN7ZDQ5C7IGQ,Essence (K=3),0.0,0.0
AEQFIGS5UJKWTXXLHOE4KJ32RYIA,Essence (K=3),0.0,0.0
AEQFZ6J36644OJYNHUCSEU2AD3GA,Essence (K=3),0.0,0.0
AEQGRVMEYZ72DABEOX73PITCAN4Q,Essence (K=3),0.0,0.0
AEQGYLXVT5UVHR6RJ6J2JRXBFH2Q,Essence (K=3),0.1666666666666666,0.0
AEQKV3HM3IVHWNX3JCHYIVCVPJQA,Essence (K=3),0.0,
AEQMHPYN2VQUVTUF7G66OGPFHZCQ,Essence (K=3),0.0,0.0
AEQOVE4KMUQDLXZJHIG3OFD4B7RQ,Essence (K=3),0.0,
AEQRAQAB4GVCIQ3WADQCXYGRYX4A,Essence (K=3),0.0,
AEQXORRI4AH4OMLSKNDDABKUEFQQ,Essence (K=3),0.0,
AEQXVB7JA7V64NEYHUMBI4DZ3FCQ,Essence (K=3),0.0,
AEQZTLWXVR54HHQGCST2ZJBLF3QQ,Essence (K=3),0.0,0.0
AER2SW3VOPZEHN4GKKANQ46C6MDA,Essence (K=3),0.0555555555555555,0.0
AER42BHOKYLIWICAV6G5XET7S5JA,Essence (K=3),0.0,
AER63CHZHTGXBLIETSGKZRKG6WHA,Essence (K=3),0.0,0.0
AER63ET57JQWDJYG7T5PWKYPU7YA,Essence (K=3),0.0,
AERHIFN6YWBTX5E444KFMFLRCCXQ,Essence (K=3),0.0,0.0
AERHK5RABUOQNIOUGQGCZY4IZKVA,Essence (K=3),0.0,
AERIW37GFDSVLZXANDKFUOVLY74A,Essence (K=3),0.0,0.0
AERKCAELXR5ELTP7WHOVU3SL5KJQ,Essence (K=3),0.0,0.0
AERLZDWODTDHCO7QBCQUSWOI2ZRQ,Essence (K=3),0.75,0.6666666666666666
AERMIMRUHPJ4NTNAEGAKTGG72RQQ,Essence (K=3),0.2,
AEROS75ARPVPT732G4AWELNMNFTA,Essence (K=3),0.0,0.0
AEROTJJNQ2OP77V5I5PSLYBLVHCA,Essence (K=3),0.0,
AERPQKROUGZID2LZV2RYMQ6YIWTQ,Essence (K=3),0.0,0.0
AERPVCV5ISJCK6G67C6J4J2EACUQ,Essence (K=3),0.0,0.0
AERRDC7EP3BO3SJGJMCVZNWGNUWA,Essence (K=3),0.0769230769230769,
AERS3X4G3TTTDVYYV6DSZ2EILDPA,Essence (K=3),0.0,0.0
AERU4GLVEBSLAVVE3UTYZO4ZVS6A,Essence (K=3),0.0,0.0
AERU6XD6DVNZZABGAI5BZNGQ3YYA,Essence (K=3),0.0,
AERVIQC2AGVY4DOOYDBHDIEAB53A,Essence (K=3),0.0,0.0
AERW7OJA4HYB3LHZ2PUNMB5YMM4Q,Essence (K=3),0.0,
AERXYBTJIQ2GK7YAWDX5LG75QNBA,Essence (K=3),0.0,0.0
AES2EDSXHDHSBAOEEFW7SKV3Z7CQ,Essence (K=3),0.0,
AES3P456IBM4Y5WRBLYQEP4C22XQ,Essence (K=3),0.0,0.0
AES7RYET3XLHYUZJKNYYTHH64CDA,Essence (K=3),0.0,
AESFPLYB424HREQLNOB2C3W6KU6A,Essence (K=3),0.0,0.0
AESHNOQAXNDP45X4XUPVJEZ5KB5A,Essence (K=3),0.0,0.0
AESM7V7EFIGG5FODNLS77XW7AZ2Q,Essence (K=3),0.0,
AESTQDAH2CPNNQOP7RCMA5SUMJCA,Essence (K=3),0.0,0.0
AESW6NAV464MLTVSLMPBX44SVMPQ,Essence (K=3),0.0,0.0
AESWRITQTB4VXBV3RPTY6ZPTWQLA,Essence (K=3),0.0833333333333333,0.0
AET37D3WDNBYL2OF32CYUU57KFPA,Essence (K=3),0.0,0.0
AET5SM5NO6NWJQ5446UVBQPS6JLA,Essence (K=3),0.0,0.0
AET5XZ4IFQFIRWRNU22AOHHZLVUQ,Essence (K=3),0.0,0.0
AETA5Q4TFDLPGL5YWI3GE2T73D3Q,Essence (K=3),0.0,0.0
AETAF4OSMXREUSPTPGMLXFCGIPGQ,Essence (K=3),0.0,
AETATROCLFSVJ74SAXL24TQPJXGQ,Essence (K=3),0.0,0.0
AETDRXEAKGJNPCCAA2AGDTL2M5BQ,Essence (K=3),0.0,0.0
AETFJSMJKA624ZX52TDJKY6UJ3AA,Essence (K=3),0.0,0.0
AETFYI5ANZGO4W4NEG3NJ4FMON2A,Essence (K=3),0.0384615384615384,0.0
AETIFTWOY7IS4OCZNGU4NADKHQXA,Essence (K=3),0.0,0.0
AETPBVLJBSRYDXATJD6BCOONX4DQ,Essence (K=3),0.0,
AETT3Z2Y25TAD7GIIKOA65XAVCLA,Essence (K=3),0.0,
AETU2EOHB4IQZNB3PTLBVADBMLYQ,Essence (K=3),0.0,
AETUKJPXKBLMTYFX4SPZ3ZODBNHQ,Essence (K=3),0.0,0.0
AETVOXSQLZZ5TSMUTRR6PGZYGJ6A,Essence (K=3),0.0,0.0
AETW7OZTCDKCZVBHGGBCJQTTU6KA,Essence (K=3),0.0,0.0
AETWZEGM36SKNH4BB54R5DQOZY3Q,Essence (K=3),0.0,0.0
AETZ2HU7DNFNN6M7AHJDSMIPGS4A,Essence (K=3),0.0,0.0
AEU22EZFI5EN3QIGYTW5HXT32OUA,Essence (K=3),0.1111111111111111,0.0
AEU4RAC5LE6LTF52KPGW6IJBOMQQ,Essence (K=3),0.0,0.0
AEU5S4GJKGWRJ55B7U6L7YVIHWOQ,Essence (K=3),0.0,0.0
AEU7KZURZGK6FLR2CGDGSZ7HSGTA,Essence (K=3),0.0,
AEU7PWQJYAX35X7EQQULEQK4HQRA,Essence (K=3),0.3333333333333333,
AEU7QBNRZ36KSLQGYK26E7G3CUCQ,Essence (K=3),0.0,
AEUA342VYO4MXYMC73U2G7IWQ55A,Essence (K=3),0.0,0.0
AEUA7WIKWNA53WXE52VGE5YRDMEQ,Essence (K=3),0.3333333333333333,
AEUC65FVVPRD4IR6WFZ7T4HELRPA,Essence (K=3),0.1428571428571428,0.3333333333333333
AEUDCTJABXD44TGLEY2635VLF42A,Essence (K=3),0.0,
AEUGL2OAD6FM3FJGNDVISKA6T2VQ,Essence (K=3),0.0,
AEUHLXXMZCJI2F6HWOZTAENOLTFA,Essence (K=3),0.0,0.0
AEUJ3V5NX2BV33LZZ3KFB2QYLQDA,Essence (K=3),0.0454545454545454,
AEUJZI5CJYP7TAY7XX3WM2YTTEVA,Essence (K=3),0.0,
AEUNFBHMROLF2ZZWTQX6YJXRYOGA,Essence (K=3),0.0,0.0
AEUNQHA5HRRK6PKNEI264TNL5YJQ,Essence (K=3),0.0,0.0
AEURC56MOPVXGEK3XS4LOHUL6JSQ,Essence (K=3),0.0,0.0
AEUS5ADOHM7I2HEM6VZWMZXQCVTQ,Essence (K=3),0.0,
AEUSMSGIQYBBHSWOJYETHH7ZXOVA,Essence (K=3),0.0,0.0
AEUW7EEDJWDAVHPE2WSVQYTX74YQ,Essence (K=3),0.0,0.0
AEUXGURMIPE22JKK2IR2HMEFNGAA,Essence (K=3),0.0,0.0
AEUYFYP3WUEZ32B2XF6IN3QNNFTA,Essence (K=3),0.0,0.0
AEV4VYB342PGNC4VZVG4XLZIMJYA,Essence (K=3),0.1428571428571428,0.0
AEV5CHBGTEZIMBVTSXUXJNT77RHQ,Essence (K=3),0.0,
AEV64LDE45W3IFSAY7ARGRSQWBNQ,Essence (K=3),0.0,
AEV6FR33FCBMJHE6C4C6VW3KPKSQ,Essence (K=3),0.0,0.0
AEVANAUW67Y37WABLIVRJZJJLYXQ,Essence (K=3),0.0,0.0
AEVCSODMIKFJ6EUD7VOVEGHUY57A,Essence (K=3),0.0,
AEVF5EIFNSPO7NULRHJ2WPUMPPQA,Essence (K=3),0.0,
AEVFQUMCCRVM4MAXRHQ32LWKEZMA,Essence (K=3),0.0,0.0
AEVGR3UQUOB3WIS3GUXYP53VK7KA,Essence (K=3),0.0,0.0
AEVLM2V7JOEAHOCJMV4EYMORJP7Q,Essence (K=3),0.0,0.0
AEVLY7T752JCVGS227I2ADVVWIDA,Essence (K=3),0.0,
AEVRI442WLWKSBWN6IKYQ2XP3QVA,Essence (K=3),0.0,
AEVV6D2KYWRXAHT4FLAIPGM6NUXA,Essence (K=3),0.0,
AEW2NFXBU5CTTMILKSMGRQO4BYEA,Essence (K=3),0.0,0.0
AEW34QBZ6YWBRIMU675MMMJVMLEA,Essence (K=3),0.0,
AEW3FU3XN26KT3KTFIK6FD756PBQ,Essence (K=3),0.2,
AEW7OKFQV54LUPA5OJG2VJ3MIOWQ,Essence (K=3),0.0,
AEWBUR6W6KCX6GGEE6GWV2EQ7Y6A,Essence (K=3),0.0,0.0
AEWFAL7G3VYOXURGLU5G3PZT7L7A,Essence (K=3),0.1666666666666666,
AEWGZJWAWHMW7KWH6U7PAVVGYPGA,Essence (K=3),0.0,0.0
AEWHCQNTEZLFTN23IVNY3ENL5NSA,Essence (K=3),0.0,
AEWHSFTCTWHIC33Y6GQCZVKSZ34A,Essence (K=3),0.0,0.0
AEWMHZAZFVKMPH3YRQMZRSKMGWIA,Essence (K=3),0.0,0.0
AEWMOZMAFQBM5S5ESCQXQAWGS3JA,Essence (K=3),0.0,0.0
AEWMX54MK6TA4GEHREGS3CJJGA5A,Essence (K=3),0.0,
AEWPOCPQD7JZY2J2JLZCGIWCGSRQ,Essence (K=3),0.0,0.0
AEWQ3AJ633KF2UMZBFSG3GJKVUFA,Essence (K=3),0.0,
AEWU3KIFLUA3TFUPUUWXBJF53S3A,Essence (K=3),0.0,0.0
AEWUKSRSCJCALV3X7U4B623VZ7EA,Essence (K=3),0.0,0.0
AEWV3VZ2K3GQMSIWZYD743BBWMYQ,Essence (K=3),0.0,
AEWXXVGPWK4P7H2WGHPJ2WRHLK4A,Essence (K=3),0.0,0.0
AEX3THJ2B7CVB3RESZREWC5675MQ,Essence (K=3),0.0,0.0
AEXAQSQE2FQREMEJR2RKS2MNXG3A,Essence (K=3),0.0,0.0
AEXDE77ALKKEFCSPJNZJ2JE6I6TA,Essence (K=3),0.0,0.0
AEXF4SVVA2KEWF5XFJO3BU2CY6OQ,Essence (K=3),0.0,
AEXIQM53NELGMZDK3VGFVVLT6NJA,Essence (K=3),0.0,
AEXJFP65DTWHMBJMJKLT4IADIXIA,Essence (K=3),0.0,0.0
AEXLIO2TQ54WUO35IW2XHRTS745A,Essence (K=3),0.0,
AEXMJDF3EOWVKJFDTRLRGXN35PRQ,Essence (K=3),0.0,0.0
AEXOM5MCCHLECEXBWHCYDDTYVUFA,Essence (K=3),0.0,0.0
AEXP5NIJYPDMEYRF4DGDFT6TH7OQ,Essence (K=3),0.0,0.0
AEXSRE2HX4THSW4WPVLVFNT4YB6A,Essence (K=3),0.0,
AEXW4KFAMWWWGWF7SXRBMBQ4LSOA,Essence (K=3),0.0,
AEXWDT56IH4R2HLTXA34LNW3L6WQ,Essence (K=3),0.0,
AEY3XP2EGGI3AHKLVX7VTNLLLINA,Essence (K=3),0.0,0.0
AEY75TNFX4QSG2OP4NXO4KE3HISA,Essence (K=3),0.0,
AEYBEBCQHK7CND5L2U4KZC4UBRBA,Essence (K=3),0.0,0.0
AEYHEKKZW5R6A4H7PPK4NHZ7QLEA,Essence (K=3),0.0,
AEYIMFGBJSWM4JQ6A2PFPQMZAUBA,Essence (K=3),0.0,0.0
AEYIS5EFWY3D4JMPTXXUKCZ4DUBQ,Essence (K=3),0.0,
AEYJLPAY364JCKDWYE6KX25TZ5EA,Essence (K=3),0.0,0.0
AEYM53XFJTINP5KWCAE34HXCO2IQ,Essence (K=3),0.0,0.0
AEYO5P5CS5PI6KAUDUSUBIUELETQ,Essence (K=3),0.0,
AEYPQH33ZCBQNLOOLD3HGEGNF5SA,Essence (K=3),0.0,0.0
AEYS6FPWUIFMCXBXEAGAVRZRQARQ,Essence (K=3),0.125,0.0
AEYSGCOJIR5X4PFUY7JGUOFCZVNA,Essence (K=3),0.0,0.0
AEYTEWRCY7KF5K4NBOHG6I4VUUOQ,Essence (K=3),0.0,
AEYVDSFKTQC4RAZW6NEDY5VQHZ3A,Essence (K=3),0.0,0.0
AEZ2LLS3S7PLTNA2WFRXZUGVNW2Q,Essence (K=3),0.0,
AEZ5ZPLDPFZWOQF7QF5ZCK6SWVWQ,Essence (K=3),0.0,
AEZ6B2L5L5O2UET3UC4ORLXTVT3A,Essence (K=3),0.0,0.0
AEZ6SBJRRLDNJBYFWUK2DCFQMMFA,Essence (K=3),0.0,
AEZE4SRC2MMMYH4IBTDEXB2MHJJQ,Essence (K=3),0.0,
AEZHA77T7U3ACHXOL5UGIFOOED4Q,Essence (K=3),0.0,
AEZJ2TGHQC2AYUZFDM4Q6YX4LOHA,Essence (K=3),0.0,0.0
AEZKGBBG6SGFUWZHUYIM3LHDF5FQ,Essence (K=3),0.0,
AEZLB6YTDA35QNCSEGIGDAXGTNSQ,Essence (K=3),0.0,0.0
AEZLEG54V2ROA2JTU7VXX5622U6Q,Essence (K=3),0.0,0.0
AEZLO6YQ4HOJMBZ7QPIIFXA7ZPLQ,Essence (K=3),0.0,0.0
AEZLQ6I4GWACLZDMYHMF6C7I3MUA,Essence (K=3),0.0,0.0
AEZMGLCXCRXMYCFIBFTFL2YBBPOA,Essence (K=3),0.0,0.0
AEZMOON7P7RY6KKNY24VWRYMLMHQ,Essence (K=3),0.0,0.0
AEZPR3OI4DAJYXIDPM4QJS2V2RZQ,Essence (K=3),0.0,0.0
AEZTZFYT3ZX7CF24YZUIKH5J24YQ,Essence (K=3),0.1,0.0
AEZVEAAR7CYFXBO4PMTHOAMO6BSA,Essence (K=3),0.0,0.0
AEZVTHEB4V6I3LUPNVSPWNGPBV5Q,Essence (K=3),0.0,
AEZWGVHK62MI6F3R42A5I4G4KCHA,Essence (K=3),0.1666666666666666,0.3333333333333333
AEZXR5L263IRQUQNAQUMWJDHMPVA,Essence (K=3),0.4,
AEZY2G7RDJM5PDKG4WUN2GLE7GGQ,Essence (K=3),0.0,
AEZZOXNIHIHMLLOFRMHCYPBJHSCA,Essence (K=3),0.0,0.0
AF226UBRQOQ2XOQ3SHF4ONWOCAUA,Essence (K=3),0.0,0.0
AF22UYLQQC5Y4BP2DWV3MICHW2RQ,Essence (K=3),0.0,0.0
AF26NZZRAS54FZM7EOJ637ZPHUKQ,Essence (K=3),0.0,0.0
AF26XZUO4HQMW2NAMRO3NGCZEOAQ,Essence (K=3),0.0,0.0
AF27MUBMAHB7EPMB6NC3WMVQ3RMQ,Essence (K=3),0.0,0.0
AF2GCNPZHWFGVG4FU7GNBAQ6V6YQ,Essence (K=3),0.0,0.0
AF2JMSNEKMYOD7D6UQACZFQIAG4A,Essence (K=3),0.0,0.0
AF2LKY37WWUF5AVP5ADJ5XJUBSPA,Essence (K=3),0.0,0.0
AF2LMUVYDIBJJ5QZQA36DKB4C7RQ,Essence (K=3),0.0,
AF2LPOY6JWRI6CN2QSQI34JTWUDQ,Essence (K=3),0.0,
AF2M2RZFGOAD2B5RS4OARVAED2HQ,Essence (K=3),0.0,0.0
AF2NR3L4PTH2LXCMM5WTRUBLDSSQ,Essence (K=3),0.0,
AF2OZ3TM334625U364LHXGQQO4GQ,Essence (K=3),0.0,
AF2PFXQYAQWAH2EIK5FHDSETSLKA,Essence (K=3),0.0,0.0
AF2PYTBB3YLSEVDJST7E5AOSXJLQ,Essence (K=3),0.0,0.0
AF2RB5N2VWYDFXWG4UM257QQ22QA,Essence (K=3),0.0,
AF2TAVAZ4V4LJWBTAVIVF6TU2OFQ,Essence (K=3),0.0,
AF2VVMASHY55FTASGFBTHV42EM2A,Essence (K=3),0.0,0.0
AF2W6A5ZNJA7DLMOT7OVIVJOXSEA,Essence (K=3),0.0,
AF2ZI4BYPY56Y2O3ZS5MHQBQMCDA,Essence (K=3),0.0,0.0
AF33SB6ZZ4SZTBGCJ2A26GXEHOTQ,Essence (K=3),0.0,0.0
AF35QAXJFPUFXIKCRP6WLE2TTVWQ,Essence (K=3),0.0,0.0
AF3AYR6XZLATKXKT3E33GKXGFO6Q,Essence (K=3),0.0,0.0
AF3FS4TPCZYPGJMKHGTRLC6OE4UA,Essence (K=3),0.0,0.0
AF3FZH2XXBFBDKK3LB6Y7SZBOZYQ,Essence (K=3),0.5,1.0
AF3IKE5V7OZFMVJKJI3INCSQA7CQ,Essence (K=3),0.0,0.0
AF3J42VUWFI42QEKYFDGFA55SR2A,Essence (K=3),0.0,0.0
AF3KF4CVKVD3MOGQT2QEMWXRVZNQ,Essence (K=3),0.0,0.0
AF3M2HFBKY5L2LYXD4GOX5ROWIKA,Essence (K=3),0.0,0.0
AF3N4HSFIAHGCQ3JQZRQRGHKM7AA,Essence (K=3),0.0,
AF3RIXFFIORNQZTXHDKBYQXLAQMA,Essence (K=3),0.0,0.0
AF3TR7EBS37EVLMKBHCADOLNWOQA,Essence (K=3),0.0,
AF3ZMBFSS5VET7PNQ3LTOWPDN5IQ,Essence (K=3),0.0,0.0
AF3ZYOKALGCMQLUARH4VU72EOMJQ,Essence (K=3),0.25,0.0
AF425YWIDQYRPXVHOHO3RUT6MOIA,Essence (K=3),0.0,
AF44TB62MTSDCSU4A5J7R2GAULLA,Essence (K=3),0.0,0.0
AF45I6IJMNPZRYMU7LX5GEUMPS7A,Essence (K=3),0.0,0.0
AF4ACGTK5AZW4VFSJ6F6MN7QFSOA,Essence (K=3),0.0,
AF4CRHKKBIIXUKOSZX5MLKMZ22UQ,Essence (K=3),0.0,
AF4FBX7TMLQVLJB45TOQ2EJTXVYA,Essence (K=3),0.0,
AF4FRBBFKQTWPWHAYEVIEVGIX4YA,Essence (K=3),0.0,0.0
AF4GW4KJBW3LAH552SANPYH3GL4A,Essence (K=3),0.0,0.0
AF4NMCMOVJWFTNPCJKBTJZLHADNQ,Essence (K=3),0.0,0.0
AF4PQ7X4OZ3JOSR5MI4RHBQXQ6BA,Essence (K=3),0.0,0.0
AF4SSPLSSF27VDKV6JLWVEE2DO4A,Essence (K=3),0.0,0.0
AF52CPMZOVTZRQ4THF643TLPPU2Q,Essence (K=3),0.0,0.0
AF54A7HVXA73YHG4G2B3DX7B53AA,Essence (K=3),0.0,0.0
AF5EF27UBPOSAAAG726MSGWL4IZQ,Essence (K=3),0.0,
AF5EOY2VJ6PI36BFC3GZIAJTBAEQ,Essence (K=3),0.0384615384615384,1.0
AF5IX6RNFPXT7HNXU6UD6Q5G6MBQ,Essence (K=3),0.0,0.0
AF5NATN2OIAB54BDEMUYEXQV6GVA,Essence (K=3),0.0,
AF5NQD5Z7Z4LCNSA5NACXJGRZXOA,Essence (K=3),0.0,0.0
AF5SWT72D7ONRMX365HGDUMGEEHA,Essence (K=3),0.0,
AF5UVXL3M5KBWZUKE3PFSNT5FNAQ,Essence (K=3),0.0,
AF5VW4WFV2JWSOIEMRFZM4EF5NLQ,Essence (K=3),0.0,0.0
AF5W4LLFQLKCR3NJHUQHZZ3SOIKQ,Essence (K=3),0.0,0.0
AF5X55VGAETPEYCZG4VVLADZ57OQ,Essence (K=3),0.0,0.0
AF5YITGEVYNENMSMTCYBG6I72XHA,Essence (K=3),0.0,0.0
AF64Q7YLFDHZKIHKUMWAPMHOCECA,Essence (K=3),0.0,0.0
AF656D6ZJ3UVKSBIFI5GHRGMGMHA,Essence (K=3),0.0,0.0
AF65V7WLUYOSHH5QZ7TXBPG5AHSA,Essence (K=3),0.0555555555555555,0.0
AF6APUO3P7ZTZYDLBZTTJ6FGD4JA,Essence (K=3),0.0,0.0
AF6AZ7XLFNQYPW2SOOM6R6HWKZSA,Essence (K=3),0.0,0.0
AF6C7UYOPQLQYVIQAOGLGFK3MBEA,Essence (K=3),0.0,0.0
AF6DTQDGHMY5ABQKEJLZDFYIQTKQ,Essence (K=3),0.0,
AF6K764QITPCDFFVA56WY3O75MYQ,Essence (K=3),0.0,0.0
AF6KLVECQVBTEGYURITICIZ74A4A,Essence (K=3),0.0,0.0
AF6TRGORLGEF47IEA6UXE27VCV5Q,Essence (K=3),0.0,0.0
AF6U5NPJ2HZCPTXMSFM4QSE2IIRA,Essence (K=3),0.0,0.0
AF6ZAXZ5HQZ7BF3TLPWWTZ4P6BGA,Essence (K=3),0.0,0.0
AF6ZLNQCQ2ZW53TKVFAAKYLB4HSQ,Essence (K=3),0.0,0.0
AF75FTUGHY2RJ5KAGNDRR7KGBTEQ,Essence (K=3),0.0,
AF76NH4RUBWDHQSGVN2PCXZNSLZA,Essence (K=3),0.0,0.0
AF77XZ6MFYU7AQTJPQZSKLXEJHOQ,Essence (K=3),0.0,0.0
AF7ABIXWRMZTRZZ4KONRTSFXLVWQ,Essence (K=3),0.0,0.0
AF7COOATE2NAP4MAHOATCGC2OW7Q,Essence (K=3),0.0,0.0
AF7GOLLW4ELSEEJR5CS7GEN6LU7A,Essence (K=3),0.0,0.0
AF7HAVVESIT4QBJYZJMWTZBWB36Q,Essence (K=3),0.0476190476190476,0.0
AF7IN3MHFTZCNBOFHGFFL3W7YS4A,Essence (K=3),0.0,
AF7JP2ZHVTB6LEDTUFBVCTEKFU5A,Essence (K=3),0.0,
AF7KIZTDR2R3I4MWNRFZ7UYYXBUQ,Essence (K=3),0.0,
AF7MV33DFJOT46ISBXTYZI3M2SFA,Essence (K=3),0.0,
AF7UQ7ISMU5RZXQL63BVIPCJRXIA,Essence (K=3),0.0,0.0
AF7ZU57A7PC2HKNVAS3BZFZ3LVAQ,Essence (K=3),0.0,0.0
AFA6RBBAJHPPSMIILDPTUVOLXMNQ,Essence (K=3),0.0,
AFACY7FQQZS26DA47PEXH4QWE4GA,Essence (K=3),0.0,0.0
AFAEAJP3HJPBXLRTH6ZMGJTADXIA,Essence (K=3),0.0,0.0
AFAJO66NTA5MPEZFBG2BD23GGYKA,Essence (K=3),0.0,0.0
AFAMYTW7RG7XQB45PZRCMQYHDDDA,Essence (K=3),0.1666666666666666,0.0
AFAP3MJ32WUYJHPN5ZQJ6JGMGUSA,Essence (K=3),0.0,0.0
AFATDQMYSPI6TQ3WGHYQSG742PRA,Essence (K=3),0.0,
AFAVNIGPSTTXZ5BQHO2KBSUQ5DGQ,Essence (K=3),0.0,
AFB4TH4M6JJKV2DTGU7Q3WCQZLQA,Essence (K=3),0.0,0.0
AFB5HRJFQQV2JHQXCUQAT2RXQW7Q,Essence (K=3),0.0,0.0
AFB6X44FWDDOKJQRH4PQXXDPDEMA,Essence (K=3),0.0,
AFB76X6ZRGBOGUYLMLMRFRHTWNBQ,Essence (K=3),0.0,
AFB7MFTDPUKNJNTDA72JYGND2PAA,Essence (K=3),0.0,
AFBAZIUJSVITNKWBDG5D2RFJNWDQ,Essence (K=3),0.0,0.0
AFBCEAEWHCC7K2ONVWOWLHY5XELA,Essence (K=3),0.0,0.0
AFBFFB6T5DRAJHOKT3ZMEP2X5UOQ,Essence (K=3),0.0,
AFBFMNKT2FHBYTXVCXQLS7JKC6MA,Essence (K=3),0.0,0.0
AFBIB6CB4DYSUXKHFVM7RGMB7ZMQ,Essence (K=3),0.0,0.0
AFBIMPF3BIOTEPNZ5OF4JPBMJ52Q,Essence (K=3),0.0,0.0
AFBK6VMXAKWCO6WBE4A64HUDXDNQ,Essence (K=3),0.0,0.0
AFBLKOEBM3DMXFIDX44MNTZEONOQ,Essence (K=3),0.0,0.0
AFBNKA7QHDWIVKVLAUY7SJAUSBPA,Essence (K=3),0.0,0.0
AFBPP7XKMVKTCHNMXA2374DLVL3Q,Essence (K=3),0.0,0.0
AFBTN4HATLZZKAAWRTEZMPLAWIXA,Essence (K=3),0.0,0.0
AFBZQO43NATA44M347A6CO5PQHJA,Essence (K=3),0.0,0.0
AFC32DU7LVG2QW4SVVDF24MOD4HQ,Essence (K=3),0.0,0.0
AFC3KHGKHNRKG3HDLPWDGXJNILJA,Essence (K=3),0.0,
AFC5LLFZKZAWYJGE5KU2Z462GW2Q,Essence (K=3),0.0,
AFCIQONF437KBDWXHEBG27BGOI5Q,Essence (K=3),0.0,0.0
AFCNXDXCFNFDHJRCRC6XMCHUPTEQ,Essence (K=3),0.0,
AFCPS37YPEGOLHWCNAJ443ZFO2LQ,Essence (K=3),0.0,0.0
AFCSYTR27UOVNJRVTR2DJT5KJIQQ,Essence (K=3),0.0,0.0
AFCWJTJT63MGSYMKETBRFY4CBDAQ,Essence (K=3),0.0,
AFCZJSKT3N2XWMHFIEE5J6MBXHNQ,Essence (K=3),0.0,
AFD25W5BU4WBIRVZG3OBKFFUNGEA,Essence (K=3),0.0,
AFD3SNQQEARFESGYDTFXGBEO4SQQ,Essence (K=3),0.0,
AFD4ESSETMRLZRDA4BHTNAJM5TFQ,Essence (K=3),0.0,
AFD56Z3GZG5PDVCWJAWI2DWUE7AA,Essence (K=3),0.0,0.0
AFD5TXJNTQ5QCQD6YHSA5NRP3RYQ,Essence (K=3),0.0,
AFD6NXTH5U4FWNNXPH62OKWL3SNQ,Essence (K=3),0.0,0.0
AFD7BGVXD7XMET6OLRET2L6ULANQ,Essence (K=3),0.0,0.0
AFDD2VWTKWQRKWZUL6RGW73KKXVA,Essence (K=3),0.0,
AFDGOVWSEJTMMVORZWPE4OSBQAHQ,Essence (K=3),0.0,
AFDHUCLATYYXOGOGOCJDFVNHIDZQ,Essence (K=3),0.0,0.0
AFDJ3F3ETRVISN6HU54PE7U6MDAA,Essence (K=3),0.0,0.0
AFDLJN4BMND5LWI5CIXOT2J27BTA,Essence (K=3),0.0,0.0
AFDY3MTJVPS2N746ZZRAMFKQOXFQ,Essence (K=3),0.0,
AFDYCVHOVTFXTVSEZTNDLVDW4DJA,Essence (K=3),0.0,0.0
AFE33W4GTKXFWSF6U2GHKEH2V43A,Essence (K=3),0.0,
AFE4C6ZPH2UQCL4JJFRO4NTXK3DA,Essence (K=3),0.0,0.0
